city,price,location,beds,baths,size,title,price_pkr,size_marla,neighbourhood,area,price_per_marla
islamabad,3.25 Crore,"Bahria Enclave - Sector F, Bahria Enclave",5.0,6.0,10 Marla,"10 Marla Gray Structure House For Sale In Sector F, Bahria Enclave Islamabad",32500000.0,10.0,Bahria Enclave - Sector F,Bahria Enclave,3250000.0
islamabad,15.25 Crore,"G-13, Islamabad",6.0,6.0,1 Kanal,G-13 500 Square Yard Main Location 6 Bed House Available For Sale,152500000.0,20.0,G-13,Islamabad,7625000.0
islamabad,1.84 Crore,"J7 Emporium, B-17",1.0,1.0,4.4 Marla,One Bed Flats Available For Sale,18400000.0,4.4,J7 Emporium,B-17,4181818.18
islamabad,1.45 Crore,"El Cielo, GT Road",3.0,3.0,6.2 Marla,Luxury 3 Bedroom Apartment El Cielo A,14500000.0,6.2,El Cielo,GT Road,2338709.68
islamabad,1.6 Crore,"Al-Ghurair Giga - Block 15, Al-Ghurair Giga",3.0,3.0,7.3 Marla,A Flat Of 1650 Square Feet In Islamabad,16000000.0,7.3,Al-Ghurair Giga - Block 15,Al-Ghurair Giga,2191780.82
islamabad,85 Lakh,"Al-Ghurair Giga - Block 5, Al-Ghurair Giga",2.0,2.0,3.6 Marla,Specious 2 Bedroom Apartment For Sale Block 5,8500000.0,3.6,Al-Ghurair Giga - Block 5,Al-Ghurair Giga,2361111.11
islamabad,60 Lakh,"Jinnah Gardens Phase 1, Jinnah Gardens",2.0,2.0,3.5 Marla,LOP CDA Clear 2nd Floor,6000000.0,3.5,Jinnah Gardens Phase 1,Jinnah Gardens,1714285.71
islamabad,30 Crore,"D-12/4, D-12",8.0,6.0,1 Kanal,1 Kanal Designer Luxury House Project Of Tanveer Associates. With 1 Kanal Garden Back Of The House Available For Sale In D-12/4 Islamabad,300000000.0,20.0,D-12/4,D-12,15000000.0
islamabad,4.5 Crore,"I-11, Islamabad",5.0,6.0,6 Marla,6 Marla Complete Beautiful House For Sale In I-11 Islamabad,45000000.0,6.0,I-11,Islamabad,7500000.0
islamabad,80 Lakh,"B-17, Islamabad",1.0,1.0,2.5 Marla,B-17 Brand New Domination Height 1 Bed Flat Available For Sale,8000000.0,2.5,B-17,Islamabad,3200000.0
islamabad,8 Crore,"G-16/4, G-16",7.0,6.0,1 Kanal,1 Kanal Brand New house for sale in G-16 /4 Islamabad,80000000.0,20.0,G-16/4,G-16,4000000.0
islamabad,11.9 Crore,"DHA Defence Phase 2, DHA Defence",6.0,6.0,1 Kanal,6 Bedrooms Double Unit House Available For Sale,119000000.0,20.0,DHA Defence Phase 2,DHA Defence,5950000.0
islamabad,4.25 Crore,"DHA Phase 3 - Block B, DHA Defence Phase 3",4.0,5.0,12 Marla,"Newly Constructed House For Sale In DHA Phase 3, Sector B, Islamabad. Area About 12 Marla",42500000.0,12.0,DHA Phase 3 - Block B,DHA Defence Phase 3,3541666.67
islamabad,2.65 Crore,"Eighteen, Kashmir Highway",1.0,2.0,3.4 Marla,Luxury Studio Apartment For Sale In Eighteen Islamabad,26500000.0,3.4,Eighteen,Kashmir Highway,7794117.65
islamabad,2.3 Crore,"Eighteen, Kashmir Highway",1.0,2.0,4.7 Marla,Luxury 1 bed apartment For Sale in Eighteen Islamabad,23000000.0,4.7,Eighteen,Kashmir Highway,4893617.02
islamabad,19 Crore,"Eighteen, Kashmir Highway",6.0,6.0,2 Kanal,2 Kanal Luxury Villa With Beautiful Golf View For Sale In Eighteen Islamabad,190000000.0,40.0,Eighteen,Kashmir Highway,4750000.0
islamabad,1.6 Crore,"Eighteen, Kashmir Highway",1.0,1.0,3.4 Marla,Luxury Studio Apartment for Sale in Eighteen Islamabad,16000000.0,3.4,Eighteen,Kashmir Highway,4705882.35
islamabad,49 Crore,"Eighteen, Kashmir Highway",9.0,6.0,8 Kanal,8 Kanal Luxury Villa For Sale With Golf View In Eighteen Islamabad,490000000.0,160.0,Eighteen,Kashmir Highway,3062500.0
islamabad,1.4 Crore,"Bahria Enclave - Sector H, Bahria Enclave",2.0,3.0,6.1 Marla,2 Bed Apartment For Sale Bahria Enclave Islamabad,14000000.0,6.1,Bahria Enclave - Sector H,Bahria Enclave,2295081.97
islamabad,2.5 Crore,"F-10, Islamabad",2.0,3.0,3.6 Marla,Al Mustafa tower F-10 2 bedroom Type B Apartment Available For sale beautiful location,25000000.0,3.6,F-10,Islamabad,6944444.44
islamabad,46 Crore,"F-8/3, F-8",6.0,6.0,2.1 Kanal,F-8/3 house for sale ! Proper cornor ! 80 by 120 ! 1066 sq yard ! Most prime location,460000000.0,42.0,F-8/3,F-8,10952380.95
islamabad,1.2 Arab,"F-7, Islamabad",7.0,6.0,4 Kanal,F-7 house for sale ! 04 kanal ! Most prime location,1200000000.0,80.0,F-7,Islamabad,15000000.0
islamabad,60 Crore,"F-6, Islamabad",5.0,6.0,2.5 Kanal,F-6 House For Sale,600000000.0,50.0,F-6,Islamabad,12000000.0
islamabad,45 Crore,"F-7, Islamabad",5.0,6.0,2.1 Kanal,F-7/2 House For Sale,450000000.0,42.0,F-7,Islamabad,10714285.71
islamabad,1.25 Arab,"F-6, Islamabad",5.0,5.0,4.8 Kanal,F-6 Cornor house for sale,1250000000.0,96.0,F-6,Islamabad,13020833.33
islamabad,26 Crore,"F-8, Islamabad",5.0,6.0,1.2 Kanal,F-8 Corner Old House For Sale,260000000.0,24.0,F-8,Islamabad,10833333.33
islamabad,5.2 Crore,"B-17, Islamabad",6.0,7.0,10 Marla,A Double Unit 35*70 Full House Available For Sale In B Block B17 Multi Garden Islamabad,52000000.0,10.0,B-17,Islamabad,5200000.0
islamabad,4.5 Crore,"Gulberg Residencia, Gulberg",5.0,5.0,7 Marla,Brand New House for sale,45000000.0,7.0,Gulberg Residencia,Gulberg,6428571.43
